"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"332",0.08,0.08,0.06,0.02,0.02,0.05,0.01,NA,0.03,0.02,0.08,0.18,0.17,0.16,0.12,0.05,0.01,0.02,0.01,0.05,0.18,0.15,0.07,0.1
"334",0.02,NA,0.02,0.02,NA,0.01,NA,NA,0.01,0.01,0.16,0.08,0.1,0.05,0.04,0.03,0.03,0.05,0.04,0.03,0.03,0.02,0.05,0.01
"335",0.01,0.02,0.02,0.02,0.03,0.03,0.02,NA,0.03,0.04,0.08,0.04,0.05,0.06,0.09,0.03,0.04,0.05,0.02,0.05,0.04,0.03,0.05,0.04
"336",0.02,NA,0.05,0.01,0.01,0.03,0.02,NA,0.02,0.04,0.04,0.05,0.03,0.04,0.06,0.05,0.04,0.05,0.05,0.06,0.08,0.02,0.03,0.01
"337",0.02,0.07,0.08,0.1,0.05,0.08,0.23,0.13,0.11,0.11,0.12,0.15,0.38,0.89,0.48,0.29,0.2,0.21,0.14,0.06,0.02,0.05,0.06,0.06
"339",0.07,0.07,0.04,0.09,0.08,0.02,0.02,0.03,0.02,0.01,0.04,0.11,0.08,0.04,0.05,0.02,0.03,0.03,0.02,0.05,0.07,0.15,0.05,0.05
"340",0.05,0.12,0.09,0.08,0.09,0.03,0.05,0.02,0.02,0.02,0.08,0.11,0.22,0.18,0.11,0.13,0.14,0.06,0.05,0.06,0.05,0.08,0.08,0.08
"341",0.04,0.03,0.11,0.05,0.04,0.06,0.01,0.01,NA,NA,0.02,0.01,0.02,0.02,0.01,0.02,NA,0.01,0.02,NA,0.02,0.01,0.01,NA
"342",0.21,0.47,0.81,0.82,0.73,0.33,0.15,0.08,0.16,0.34,0.65,0.66,0.34,0.31,0.32,0.21,0.15,0.08,0.09,0.05,0.27,0.3,0.17,0.17
"343",0.05,0.05,0.05,0.03,0.05,0.07,0.07,0.01,0.01,NA,0.02,0.01,0.04,0.01,0.05,0.03,0.03,0.05,0.02,0.04,0.02,0.03,0.02,0.04
"344",0.04,0.06,0.06,0.03,0.05,0.02,0.02,0.01,NA,NA,0.05,NA,0.02,0.03,0.01,0.01,0.02,NA,0.01,0.01,0.02,0.03,0.01,0.02
"345",0.02,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.04,0.06,0.05,0.04,0.04,0.09,0.05,0.04,0.05,0.06,0.08,0.07,0.03,0.01,0.02
"346",0.02,0.03,0.04,0.03,0.02,NA,NA,0.02,0.01,0.01,0.03,0.01,0.05,0.02,0.03,0.02,0.02,0.03,0.05,0.03,0.02,0.02,0.01,0.02
"347",0.03,0.02,0.02,0.05,0.04,0.02,0.05,0.08,0.05,0.04,0.07,0.07,0.13,0.49,0.44,0.74,1.46,2.8,2.5,0.4,0.15,0.11,0.02,0.02
"348",0.02,0.02,0.01,0.02,0.02,NA,NA,0.02,0.05,0.05,0.11,0.06,0.06,0.11,0.08,0.03,0.09,0.02,0.06,0.05,0.01,0.02,0.02,0.02
"349",0.27,0.66,2.07,1.87,0.71,0.25,0.09,0.04,0.06,0.04,0.07,0.11,0.15,0.06,0.17,0.29,0.11,0.13,0.04,0.05,0.1,0.08,0.15,0.09
"350",0.08,0.18,0.1,0.15,0.08,NA,0.04,0.03,0.04,0.05,0.08,0.06,0.04,0.06,0.11,0.02,0.04,0.02,0.02,0.04,0.02,0.01,0.03,0.03
"351",0.02,NA,NA,0.03,0.02,NA,0.01,0.02,0.02,0.02,0.05,0.01,0.08,0.11,0.02,0.03,0.04,0.01,0.01,0.01,0.01,NA,NA,0.02
"352",0.02,0.06,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.05,0.26,0.11,0.08,0.05,0.11,0.06,0.04,0.02,0.03,NA,NA,0.03
"353",0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.02,NA,0.03,0.01,0.03,0.05,0.03,0.02,0.03,0.04,0.02,0.05,0.05,0.02,0.05,0.06,0.02
"354",0.11,0.07,0.09,0.1,0.08,0.04,0.02,0.03,0.09,0.05,0.15,0.21,0.18,0.11,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.07,0.05,0.04
"355",0.05,0.09,0.09,0.03,0.02,0.04,0.03,0.03,0.02,0.02,0.04,0.05,0.02,0.06,0.08,0.05,0.05,0.05,0.05,0.02,0.03,0.02,0.02,0.03
"356",1.29,3.5,7.34,4.24,1.78,0.84,0.31,0.47,0.36,0.62,0.88,0.92,0.76,0.69,0.93,0.66,0.49,0.24,0.18,0.13,0.41,0.82,0.68,0.66
"357",0.01,0.02,0.03,0.04,0.02,0.03,0.03,0.02,0.05,0.05,0.08,0.05,0.08,0.11,0.08,0.06,0.11,0.06,0.05,0.06,0.08,0.09,0.02,0.02
"358",0.04,0.05,0.05,0.02,0.03,0.01,0.01,NA,0.07,0.12,0.11,0.05,0.08,0.08,0.04,0.05,0.07,0.05,0.05,0.08,0.07,0.06,0.04,0.05
"359",0.16,0.15,0.11,0.09,0.08,0.15,0.15,0.08,0.03,0.09,0.05,0.16,0.17,0.25,0.32,0.23,0.77,1.46,1.46,0.35,0.19,0.16,0.08,0.07
"360",0.04,0.05,0.11,0.05,0.06,0.08,0.11,0.02,0.08,0.02,0.08,0.11,0.18,0.62,0.34,0.29,0.18,0.16,0.08,0.07,0.05,0.01,0.03,0.03
"361",0.27,0.43,0.39,0.25,0.21,0.11,0.05,0.16,0.15,0.27,0.31,0.11,0.15,0.15,0.17,0.11,0.1,0.06,0.14,0.15,0.14,0.27,0.24,0.24
"362",0.18,0.31,0.13,0.05,0.15,0.22,0.25,0.18,0.11,0.08,0.17,0.38,1.02,2.05,0.86,0.42,0.56,0.41,0.22,0.37,0.36,0.19,0.05,0.11
"363",0.3,0.3,0.19,0.19,0.15,0.15,0.14,4.92,4.13,1.1,0.6,0.72,0.59,0.43,0.21,0.14,0.11,0.09,0.13,0.31,0.22,0.15,0.1,0.18
"364",0.06,0.1,0.14,0.08,0.08,0.08,0.06,0.08,0.06,0.08,0.07,0.08,0.14,0.16,0.16,0.1,0.11,0.06,0.03,0.05,0.06,0.05,0.05,0.05
"365",0.06,0.04,0.05,0.04,0.02,NA,0.02,NA,0.02,0.03,0.03,0.02,0.02,0.06,0.05,0.02,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.04
"366",0.11,0.15,0.13,0.11,0.06,0.05,0.05,0.02,0.18,0.2,0.18,0.15,0.1,0.11,0.11,0.05,0.05,0.04,0.02,0.06,0.15,0.08,0.08,0.08
"367",0.01,0.02,0.03,0.05,0.11,0.04,0.03,0.01,NA,0.02,0.04,0.06,0.11,0.11,0.08,NA,0.03,0.06,0.03,0.01,0.02,NA,0.02,NA
"368",0.12,0.13,0.21,0.23,0.15,0.08,0.07,0.73,3.17,2.75,0.94,0.5,0.47,0.34,0.24,0.15,0.11,0.05,0.08,0.16,0.32,0.15,0.02,0.05
"369",0.05,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.05,0.06,0.1,0.11,0.04,0.06,0.02,0.01,0.03,0.06,0.06,0.03,0.04,0.04
"372",0.03,0.02,NA,0.01,0.03,0.02,NA,NA,0.02,0.01,NA,0.04,0.03,0.02,0.01,0.01,0.03,NA,0.02,0.01,NA,0.02,0.05,0.05
"373",0.04,0.03,0.01,0.03,NA,NA,0.02,0.01,0.03,NA,0.02,0.03,0.02,0.01,0.05,0.05,0.03,NA,0.02,0.02,0.05,0.05,0.02,0.03
"375",0.06,0.04,0.04,0.05,0.03,0.03,0.01,0.01,0.02,0.02,0.05,0.05,0.08,0.04,0.08,0.08,0.09,0.04,0.04,0.11,0.05,0.06,0.02,0.04
"376",0.02,0.04,0.01,0.05,0.04,0.06,0.07,0.03,0.05,0.12,0.05,0.06,0.12,0.24,0.13,0.11,0.05,0.05,0.04,0.03,0.06,0.02,0.03,0.06
"377",0.05,0.02,0.02,0.01,0.02,0.05,0.05,0.05,0.02,0.02,0.05,0.08,0.05,0.18,0.05,0.04,0.03,0.05,NA,0.02,0.1,0.06,0.03,0.05
"379",0.25,0.09,0.15,0.06,0.02,NA,0.02,0.05,0.05,0.06,0.02,0.11,0.09,0.09,0.11,0.05,0.07,0.12,0.07,0.05,0.05,0.05,0.11,0.09
"380",0.05,0.08,0.09,0.02,0.05,0.02,0.01,0.01,0.02,0.05,0.08,0.1,0.11,0.05,0.03,0.05,0.02,0.06,0.05,0.05,0.09,0.09,0.08,0.06
"382",0.02,0.02,0.03,0.08,0.08,0.12,0.05,0.07,0.04,0.09,0.06,0.16,0.1,0.24,0.18,0.17,0.13,0.14,0.1,0.08,0.16,0.08,0.01,0.05
"383",0.04,0.04,0.03,0.02,0.02,NA,0.02,0.01,0.03,0.01,NA,0.04,0.04,0.05,0.02,0.04,0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.05
"384",0.02,0.04,0.02,0.05,0.05,0.02,0.01,NA,NA,NA,0.01,0.04,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.05,0.03,0.02,0.02
"385",0.02,0.02,NA,0.01,0.02,0.01,0.01,0.04,0.02,0.02,0.02,0.05,0.05,0.11,0.1,0.11,0.07,0.09,0.07,0.03,0.02,0.01,0.03,0.01
"386",0.02,0.04,0.02,0.07,0.05,0.05,0.05,0.01,0.02,0.02,0.02,0.1,0.14,0.11,0.15,0.11,0.05,0.06,0.05,0.03,NA,0.02,0.02,0.02
"387",0.02,0.08,0.04,0.11,0.07,0.07,0.04,0.01,0.02,0.14,0.25,0.22,0.21,0.23,0.21,0.23,0.31,0.28,0.39,0.07,0.16,0.18,0.21,0.18
"388",0.03,0.06,0.07,0.05,0.02,0.04,0.01,0.07,0.05,0.03,0.07,0.09,0.13,0.14,0.12,0.07,0.02,0.06,0.07,0.03,0.02,0.04,0.08,0.04
"389",0.05,0.03,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.01,0.06,0.04,0.05,0.04,0.04,0.02,0.02,0.02,0.03,0.09,0.02,0.08,0.03
"390",0.02,0.08,0.11,0.08,0.08,0.13,0.16,0.08,0.01,0.02,0.04,0.03,0.08,0.11,0.08,0.07,0.1,0.07,0.08,0.08,0.15,0.07,0.01,0.03
"391",0.57,0.53,0.51,0.4,0.37,0.28,0.22,0.24,0.27,0.31,0.31,0.26,0.37,0.5,0.53,0.47,0.3,0.31,0.28,0.27,0.34,0.4,0.38,0.52
"392",0.02,0.05,0.04,0.05,0.02,0.05,0.03,0.01,0.02,0.02,0.05,0.05,0.13,0.1,0.1,0.14,0.11,0.06,0.09,0.05,0.05,0.05,0.02,0.05
"393",0.04,0.09,0.11,0.15,0.04,0.08,0.02,0.03,0.02,NA,0.06,0.04,0.08,0.04,0.05,0.05,0.03,0.01,0.01,0.02,0.08,0.05,0.02,0.04
"394",0.07,0.12,0.08,0.05,0.02,0.01,NA,NA,NA,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.05,0.02,0.06,0.02,0.05,0.07,0.02
"395",0.01,0.07,0.04,0.03,0.05,0.02,0.01,NA,0.05,0.05,0.02,0.04,0.07,0.09,0.07,0.04,0.04,0.05,0.05,0.06,0.05,0.06,0.05,0.04
"396",0.05,0.07,0.02,0.02,0.02,0.02,NA,0.01,NA,0.01,0.01,0.02,0.02,0.05,0.02,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0.01,NA
"397",0.01,0.04,0.04,0.02,0.04,0.05,0.02,0.02,0.02,0.05,0.08,0.05,0.05,0.05,0.02,0.03,0.05,0.02,0.01,0.02,0.09,0.06,0.11,0.02
"398",0.02,0.02,0.02,0.04,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.04,0.04,0.08,0.04,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02
"399",0.27,0.24,0.39,0.15,0.18,0.15,0.1,0.14,0.48,0.36,0.47,0.37,0.27,0.27,0.25,0.18,0.15,0.08,0.06,0.14,0.3,0.27,0.17,0.18
"400",0.06,0.12,0.23,0.21,0.16,0.08,0.02,0.01,0.02,0.04,0.04,0.05,0.11,0.08,0.11,0.1,0.02,0.04,0.05,0.04,0.04,0.08,0.02,0.02
"401",0.16,0.3,0.36,0.19,0.11,0.05,0.08,NA,0.05,0.32,0.74,0.28,0.44,0.21,0.13,0.13,0.11,0.09,0.11,0.14,0.31,0.21,0.21,0.13
"402",0.05,0.06,0.04,0.08,0.03,0.03,0.08,0.04,0.06,0.14,0.06,0.12,0.17,0.11,0.17,0.23,0.13,0.08,0.14,0.21,0.23,0.13,0.02,0.08
"403",0.02,0.09,0.05,0.05,0.04,0.03,0.03,NA,0.04,0.02,0.09,0.13,0.08,0.06,0.06,0.04,0.05,0.05,0.05,0.06,0.13,0.09,0.04,0.03
"404",0.02,0.01,0.02,0.01,NA,0.01,0.02,0.01,NA,0.02,0.02,0.03,0.04,0.04,0.05,0.06,0.02,0.02,0.04,0.07,0.04,0.01,0.01,0.02
"405",0.06,0.05,0.05,0.05,0.02,0.03,0.01,0.01,0.02,0.07,0.1,0.11,0.14,0.15,0.12,0.18,0.08,0.12,0.09,0.15,0.1,0.08,0.03,0.04
"406",0.17,0.18,0.1,0.08,0.09,0.03,0.03,0.05,0.05,0.08,0.1,0.12,0.18,0.15,0.11,0.05,0.08,0.01,0.02,0.03,0.12,0.17,0.12,0.12
"407",0.02,0.04,0.09,0.05,0.04,0.02,0.04,0.02,0.01,0.03,0.04,0.02,0.04,0.05,0.05,0.04,0.05,0.06,0.02,0.01,0.05,0.03,0.04,0.02
"408",0.03,0.02,0.02,0.02,NA,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.07,0.07,0.05,0.03,0.03,0.01,0.02,0.01,0.02,0.07,0.05,0.02
"409",0.07,0.08,0.06,0.06,0.01,0.03,0.02,0.01,0.02,0.02,0.03,0.04,0.02,0.01,0.03,0.03,0.05,0.05,0.01,NA,0.07,0.04,0.06,0.05
"410",0.05,0.08,0.14,0.08,0.02,0.02,0.01,0.01,0.02,NA,0.01,0.04,0.04,0.02,0.04,0.03,0.06,0.05,0.02,0.02,0.03,0.05,0.03,0.02
"411",0.13,0.23,0.28,0.27,0.23,0.08,0.03,0.05,0.03,0.02,0.05,0.31,0.16,0.19,0.16,0.1,0.11,0.05,0.06,0.05,0.14,0.12,0.11,0.07
"412",0.06,0.08,0.08,0.02,0.07,0.05,0.03,0.05,0.15,0.07,0.02,0.02,0.02,0.02,0.06,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.05
"414",NA,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.04,NA,0.02,0.01,0.01,0.04,0.05,0.03,0.05,0.03,0.02,0.02,0.03,0.02,0.02,0.02
"415",0.11,0.12,0.14,0.18,0.11,0.11,0.08,0.64,1.9,1.1,0.75,0.83,1.81,5.33,1.4,0.32,0.47,1.66,0.8,0.41,0.12,0.09,0.05,0.08
"416",0.15,0.11,0.1,0.13,0.05,0.04,0.02,0.04,0.05,0.06,0.09,0.14,0.15,0.08,0.14,0.07,0.05,0.05,0.07,0.04,0.15,0.15,0.15,0.05
"417",0.01,0.05,0.03,0.02,0.05,0.03,0.05,0.02,0.02,0.06,0.08,0.04,0.04,0.12,0.12,0.09,0.1,0.16,0.08,0.05,0.02,NA,0.02,NA
"418",0.02,0.03,0.02,0.01,0.02,0.03,0.02,0.02,NA,0.01,0.01,0.02,0.02,0.01,0.03,0.04,0.02,0.01,0.01,0.04,0.03,0.03,0.02,0.02
"419",0.11,0.07,0.08,0.04,0.04,0.05,0.01,0.04,0.02,0.07,0.11,0.14,0.09,0.09,0.06,0.08,0.03,0.02,NA,0.02,0.14,0.12,0.12,0.08
"420",0.13,0.03,0.07,0.08,0.04,0.05,0.02,0.05,0.06,0.08,0.26,0.18,0.18,0.18,0.15,0.08,0.07,0.05,0.01,0.11,0.14,0.29,0.23,0.11
"421",0.08,0.06,0.08,0.04,0.04,0.03,0.02,0.01,0.04,0.05,0.05,0.12,0.15,0.1,0.07,0.02,0.08,0.03,0.05,0.05,0.12,0.08,0.12,0.08
"422",0.27,0.34,0.08,0.04,0.05,0.03,0.01,0.05,0.06,0.2,0.24,0.71,0.71,0.38,0.23,0.08,0.1,0.05,0.06,0.24,0.11,0.06,0.06,0.05
"423",0.1,0.15,0.17,0.17,0.03,0.05,0.08,0.15,0.63,0.94,1.02,1.09,0.83,0.47,0.21,0.08,0.03,0.04,0.01,0.04,0.08,0.05,0.02,0.1
"426",0.02,0.05,0.05,0.05,0.01,0.02,0.05,0.06,0.05,0.08,0.08,0.16,0.31,0.47,0.37,0.55,0.5,0.46,0.42,0.18,0.08,0.05,0.08,0.09
"427",0.02,0.04,0.02,NA,0.03,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0.08,0.17,0.08,0.05,0.05,0.01,NA,0.02,0.02,0.03,0.03,0.02
"428",0.03,0.08,0.07,0.07,0.05,0.02,0.02,0.01,NA,0.01,0.03,0.11,0.11,0.06,0.06,0.02,0.03,0.04,0.02,0.05,0.03,0.05,0.06,0.06
"430",0.02,0.03,0.03,0.02,0.02,0.04,0.02,0.02,0.03,0.03,0.02,NA,0.04,0.07,0.07,0.05,0.05,0.04,0.04,0.02,0.07,0.02,0.05,0.03
"431",0.01,0.01,0.02,NA,0.01,NA,0.01,NA,0.01,NA,0.02,0.02,0.01,0.02,0.02,0.01,NA,NA,NA,0.02,0.01,0.01,0.01,NA
"432",1.95,8.16,10.95,6.67,1.97,0.56,0.19,0.12,1.92,6.14,2.57,1.93,0.93,0.97,0.63,0.34,0.17,0.13,0.24,0.6,0.6,0.84,0.47,0.47
"433",0.24,0.56,1,0.89,0.53,0.27,0.13,0.06,0.12,0.18,1.39,0.97,0.56,0.46,0.2,0.15,0.08,0.07,0.04,0.1,0.56,0.38,0.21,0.09
"434",NA,0.05,0.03,0.04,0.02,0.01,0.03,0.05,0.05,0.05,0.05,0.06,0.08,0.06,0.02,0.03,0.04,0.05,0.08,0.09,0.05,0.07,0.04,NA
"435",0.02,0.07,0.02,0.04,0.05,0.02,0.03,0.02,0.1,0.11,0.12,0.11,0.15,0.11,0.15,0.1,0.15,0.1,0.15,0.08,0.04,0.03,0.04,0.01
"436",0.05,0.05,0.09,0.09,0.07,0.03,0.02,0.02,0.04,0.06,0.09,0.11,0.05,0.11,0.11,0.04,0.05,0.09,0.05,0.02,0.08,0.08,0.05,0.08
"437",0.04,0.09,0.06,0.1,0.05,0.06,0.07,0.06,0.11,0.02,0.02,0.01,0.08,0.17,0.12,0.14,0.07,0.07,0.06,0.04,0.07,0.05,0.02,0.04
"438",0.15,0.19,0.3,0.16,0.14,0.06,0.07,0.08,0.27,0.64,0.59,0.35,0.27,0.19,0.11,0.05,0.09,0.05,0.08,0.11,0.25,0.17,0.08,0.1
"439",0.07,0.06,0.1,0.08,0.02,NA,NA,0.01,0.03,0.05,0.07,0.1,0.09,0.05,0.02,0.03,0.04,0.05,0.05,0.08,0.11,0.05,0.03,0.03
"440",0.02,0.05,0.03,0.03,0.02,0.04,0.01,0.02,0.02,0.02,0.03,0.03,0.06,0.05,0.05,0.02,0.02,0.04,0.01,0.03,NA,NA,0.02,NA
"441",0.01,0.01,NA,0.01,0.02,NA,NA,NA,0.01,0.01,0.03,0.02,0.05,0.04,0.04,0.03,0.03,0.05,0.05,0.09,0.05,0.01,NA,0.01
"442",0.04,0.11,0.06,0.08,0.08,0.02,0.02,0.01,0.05,0.05,0.05,0.08,0.1,0.08,0.08,0.08,0.11,0.12,0.11,0.14,0.12,0.03,0.05,0.02
"443",0.11,0.08,0.08,0.03,0.05,0.06,0.05,0.02,0.02,0.02,0.02,0.07,0.09,0.08,0.12,0.1,0.11,0.03,0.04,0.02,0.08,0.11,0.1,0.13
"444",0.06,0.02,0.08,0.11,0.15,0.11,0.02,0.02,0.04,0.09,0.08,0.19,0.15,0.14,0.23,0.18,0.27,0.34,0.31,0.21,0.15,0.13,0.11,0.05
"445",1.1,2.82,4.15,2.2,1.19,0.56,0.19,0.21,0.44,0.6,1.96,1.59,0.77,0.55,0.5,0.4,0.24,0.13,0.15,0.11,0.68,0.56,0.39,0.36
"446",0.02,0.02,0.02,0.04,0.02,0.02,0.01,0.02,0.01,0.05,0.11,0.06,0.11,0.06,0.07,0.02,0.05,0.04,0.05,0.06,0.05,0.05,0.05,NA
"447",0.21,0.35,0.4,0.18,0.18,0.13,0.1,0.27,1.29,1.33,0.97,1.02,1.18,0.94,0.25,0.24,0.23,0.23,0.42,0.21,0.31,0.23,0.08,0.15
"448",0.06,0.07,0.02,0.03,0.01,NA,0.01,0.02,0.02,0.01,0.03,0.06,0.03,0.04,0.04,NA,0.02,0.15,0.09,0.04,0.02,NA,0.02,0.05
"449",0.06,0.19,0.29,0.07,0.1,0.09,0.06,0.43,2.98,3.27,2.79,2.35,2.12,1.32,0.47,0.15,0.09,0.08,0.09,0.12,0.15,0.14,0.02,0.02
"450",0.03,0.02,0.03,0.01,0.05,0.04,0.01,0.04,0.15,0.27,0.35,0.48,0.76,0.85,0.27,0.08,0.03,0.04,0.04,0.05,0.08,0.05,0.03,0.03
"453",0.03,0.03,0.04,0.01,0.01,NA,0.02,0.01,0.02,0.03,0.02,0.07,0.08,0.05,0.03,0.04,0.02,0.07,0.07,0.04,0.05,0.04,0.08,0.03
"454",0.02,0.03,0.02,NA,0.01,0.02,0.08,0.08,0.05,0.02,0.03,0.02,0.02,0.07,0.03,0.04,0.07,0.05,0.06,0.02,0.1,0.04,0.02,0.02
"455",0.02,0.05,0.02,0.02,0.02,0.01,0.07,0.04,0.03,0.01,0.02,0.02,0.08,0.04,0.05,0.11,0.39,0.85,2.47,0.65,0.01,0.05,0.02,0.02
"456",NA,0.02,0.02,NA,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.06,0.08,0.08,0.07,0.29,1.76,0.69,0.47,0.77,0.21,0.05,NA,0.01
"457",0.17,0.2,0.18,0.11,0.07,0.07,0.05,0.04,0.07,0.24,0.74,1.68,1.53,1.13,0.4,0.34,0.31,0.16,0.15,0.44,0.92,0.24,0.1,0.14
"458",0.04,0.01,0.02,0.02,0.02,0.02,0.05,0.03,0.02,0.02,0.04,0.05,0.07,0.07,0.02,0.08,0.02,0.09,0.1,0.04,0.05,0.02,0.02,0.02
"459",0.03,0.02,0.01,0.03,0.02,0.03,0.02,0.02,0.05,0.04,0.06,0.05,0.06,0.13,0.1,0.2,0.16,0.15,0.16,0.11,0.08,0.03,0.08,0.01
"460",0.02,0.11,0.1,0.05,0.03,0.02,0.04,0.01,0.02,0.05,0.07,0.07,0.06,0.05,0.04,0.05,0.05,0.03,0.02,0.05,0.06,0.07,0.05,0.08
"461",0.02,0.11,0.09,0.06,0.04,0.02,0.02,0.02,0.02,NA,0.07,0.08,0.1,0.08,0.05,0.02,0.02,0.01,0.06,0.05,0.05,0.03,0.02,0.01
"462",0.05,0.08,0.06,0.1,0.05,0.05,0.02,0.04,0.07,0.19,0.52,0.7,0.56,0.4,0.21,0.16,0.13,0.13,0.1,0.09,0.28,0.38,0.15,0.08
"463",0.02,0.01,0.02,0.02,0.05,0.01,0.01,0.04,0.02,0.03,0.05,0.02,0.08,0.1,0.15,0.07,0.13,0.05,0.08,0.12,0.08,0.05,0.05,0.04
"464",NA,0.01,NA,0.01,NA,NA,NA,0.02,NA,0.01,NA,0.01,0.02,0.02,0.01,NA,0.01,0.02,NA,0.01,0.02,NA,NA,NA
