"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"3070",0.02,0.02,0.02,0.02,0.02,0.02,NA,0.02,0.03,0.03,NA,0.02,0.01,0.04,0.04,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.03,0.02
"3071",0.02,0.02,0.02,0.02,0.04,0.02,0.01,0.01,0.06,0.01,0.01,0.03,0.03,0.03,0.03,0.02,0.01,0.03,NA,0.03,0.01,0.02,NA,0.01
"3072",0.02,0.02,0.02,0.01,0.02,0.02,0.01,NA,0.02,0.02,0.01,0.02,NA,0.05,0.03,0.02,NA,NA,NA,0.01,0.01,NA,0.02,0.05
"3073",0.03,0.04,0.06,0.02,0.04,0.02,0.04,0.01,0.02,0.02,0.02,0.02,0.04,0.06,0.03,0.02,0.02,0.06,0.01,0.04,0.05,0.03,0.05,0.05
"3074",0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,NA,NA,0.01,0.01,0.02,0.02,NA,NA,0.02,0.02,NA,0.02,0.01
"3075",0.02,0.05,0.04,0.03,0.05,0.04,0.03,0.04,0.01,0.01,0.05,0.04,0.06,0.05,0.05,0.03,0.05,0.01,0.03,0.02,0.02,0.02,0.05,0.05
"3076",0.04,0.01,0.01,0.05,0.11,0.04,0.02,0.05,0.04,0.04,0.02,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.02,0.01,0.01,0.05,0.06,0.05
"3077",0.02,0.02,0.04,0.01,0.03,0.02,0.02,NA,0.05,0.03,0.04,0.05,0.02,0.03,0.02,0.04,0.02,0.06,0.03,NA,0.01,0.02,0.02,0.05
"3078",NA,0.01,0.01,0.02,NA,0.01,NA,NA,NA,0.01,0.01,NA,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.02
"3079",0.05,0.02,0.04,0.03,0.05,0.01,0.02,NA,0.02,0.01,NA,0.02,0.02,0.05,0.01,0.05,0.05,0.03,0.03,0.02,0.02,0.05,0.03,0.01
"3080",0.03,0.03,0.04,0.02,0.02,0.01,0.03,NA,0.02,0.02,0.02,0.01,0.05,0.05,0.02,0.03,0.02,0.01,0.02,0.04,0.05,0.01,0.04,0.02
"3081",0.01,0.03,0.02,0.03,0.04,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.01,NA,0.02,0.02,0.01,NA
"3082",NA,0.02,0.01,0.04,0.03,0.02,0.01,0.02,NA,NA,0.01,0.02,NA,0.04,0.03,0.05,0.02,NA,0.04,0.02,0.02,0.06,0.05,0.02
"3083",0.01,0.03,0.02,0.06,0.07,0.01,NA,0.02,0.02,0.04,NA,0.02,0.02,0.04,0.04,0.05,0.04,0.03,0.02,0.02,0.03,0.03,0.05,0.03
"3084",0.02,0.05,0.05,0.05,0.02,0.04,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.04,0.02,0.05,0.02,0.02,0.01,0.02,0.02,0.02,0.05
"3085",0.03,0.02,0.02,0.04,0.03,0.02,NA,0.02,0.02,0.05,0.01,0.01,0.02,0.02,0.02,0.01,NA,0.02,0.02,NA,0.03,0.01,NA,0.02
"3086",0.01,0.03,0.04,0.02,0.03,0.05,0.05,0.03,0.04,0.02,0.04,0.01,0.05,0.04,0.04,0.04,NA,0.05,0.04,0.08,0.09,0.03,0.02,0.01
"3087",0.01,0.05,0.05,0.08,0.05,0.03,0.05,0.02,0.05,0.02,0.04,0.02,0.02,0.05,0.01,0.02,0.02,0.02,0.02,0.03,NA,0.07,0.05,0.02
"3088",0.01,NA,0.02,0.02,0.01,0.01,0.01,NA,0.01,NA,NA,0.02,0.02,NA,0.02,0.01,0.02,0.02,0.02,0.02,0.01,NA,NA,0.05
"3089",0.02,0.02,0.02,0.02,0.02,0.01,0.01,NA,0.01,0.03,0.05,0.02,0.03,0.04,0.02,0.03,0.02,0.02,NA,0.01,0.04,0.02,0.05,0.03
"3090",0.01,0.04,0.05,0.03,0.03,0.02,0.04,0.03,0.07,0.03,0.05,0.02,0.02,0.05,0.07,0.05,0.1,0.09,0.05,0.15,0.16,0.15,0.07,0.05
"3091",0.05,0.06,0.02,0.08,0.05,0.02,NA,NA,0.02,0.05,0.02,0.06,0.05,0.05,0.06,0.07,0.08,0.03,0.01,0.05,0.06,0.05,0.08,0.08
"3092",0.03,0.03,0.09,0.05,0.05,0.07,0.07,0.08,0.1,0.06,0.02,0.02,0.04,0.05,0.06,0.04,0.08,0.07,0.11,0.08,0.08,0.02,0.02,0.02
"3093",0.03,NA,0.04,0.08,0.05,0.06,0.08,0.02,0.05,0.04,0.05,0.05,0.02,0.05,0.02,0.11,0.09,0.07,0.05,0.07,0.12,0.11,0.05,0.03
"3094",0.02,0.08,0.02,0.05,0.05,0.07,0.02,0.04,0.04,0.03,0.04,0.03,0.07,0.1,0.11,0.1,0.08,0.05,0.01,0.02,0.1,0.05,0.05,0.02
"3095",0.05,0.1,0.08,0.09,0.09,0.05,0.03,0.07,0.03,0.05,0.09,0.05,0.11,0.08,0.09,0.11,0.08,0.05,0.02,0.05,0.08,0.14,0.08,0.05
"3096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.02,0.02,0.01,0.02,0.02,0.02,0.01,NA,NA,0.02,0.05,0.03
"3097",0.04,0.08,0.07,0.05,0.08,0.03,0.02,0.02,0.02,0.04,0.06,0.07,0.05,0.04,0.08,0.02,0.04,NA,0.02,NA,0.06,0.08,0.06,0.04
"3098",0.05,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,NA,0.03,0.02,0.04,0.05,0.07,0.04,0.05,0.02,0.04,0.02,0.02,0.02,0.02,0.05
"3099",0.06,0.02,0.06,0.02,0.02,0.01,0.02,0.02,0.03,0.01,0.04,0.02,0.05,0.03,0.06,0.02,0.03,0.04,0.01,0.03,0.02,0.05,0.04,0.07
"3101",0.03,0.03,0.04,0.05,0.08,0.02,0.05,0.01,0.04,0.03,0.03,0.05,0.05,0.01,0.04,0.04,0.02,0.05,0.02,0.02,0.01,0.02,0.04,0.01
"3102",0.03,0.07,0.08,0.07,0.07,0.05,0.02,0.01,0.09,0.03,0.05,0.02,0.05,0.08,0.07,0.05,0.13,0.05,0.02,0.03,0.05,0.06,0.08,0.08
"3103",0.03,0.07,0.02,0.06,0.05,0.05,0.07,0.02,0.05,0.02,0.05,0.02,0.02,0.04,0.07,0.05,0.03,0.03,0.04,0.02,0.08,0.02,0.06,0.05
"3104",0.02,NA,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.05,0.03,0.02,0.03,0.02,0.01,0.03,NA,0.01,NA
"3105",0.02,0.04,0.06,0.06,0.06,0.04,0.05,0.05,0.02,0.04,0.02,0.02,0.01,0.02,0.04,0.05,0.04,0.03,0.07,0.06,0.02,0.01,0.04,0.07
"3106",0.19,0.13,0.19,0.21,0.2,0.08,0.02,0.05,0.08,0.21,0.21,0.25,0.14,0.25,0.15,0.11,0.09,0.07,0.08,0.02,0.17,0.16,0.09,0.05
"3107",0.02,0.01,0.02,0.03,0.04,0.05,0.04,0.02,0.01,0.02,0.05,0.01,0.03,0.05,0.07,0.02,0.04,0.02,NA,0.02,0.02,0.05,0.01,0.02
"3108",0.06,0.05,0.11,0.07,0.08,0.03,0.03,0.02,0.03,0.11,0.11,0.11,0.18,0.06,0.08,0.07,0.07,0.04,0.03,0.04,0.05,0.13,0.05,0.05
"3109",0.03,0.05,0.04,0.02,0.05,0.01,0.01,0.03,0.03,0.02,NA,0.03,0.03,0.01,0.02,0.05,0.02,0.01,0.02,0.03,0.02,NA,0.05,0.05
"3110",0.03,0.04,0.05,0.05,0.05,0.04,0.02,0.02,0.04,0.03,0.05,0.08,0.02,0.05,0.06,0.04,0.02,0.02,0.03,0.02,0.04,0.04,0.05,0.02
"3111",0.07,0.11,0.08,0.05,0.08,0.02,0.05,0.05,0.07,0.04,0.03,0.06,0.08,0.06,0.06,0.09,0.05,0.06,0.03,0.02,0.08,0.08,0.09,0.05
"3112",0.02,0.06,0.06,0.04,0.09,0.1,0.08,0.06,0.05,0.08,0.02,0.05,0.07,0.07,0.09,0.05,0.05,0.05,0.08,0.1,0.06,0.05,0.03,0.02
"3113",0.01,0.02,0.03,0.03,0.03,0.01,0.01,0.02,NA,0.04,0.03,0.02,0.03,0.02,0.05,0.03,0.02,0.02,0.03,NA,0.04,0.05,0.02,NA
"3114",NA,0.01,0.02,NA,0.01,0.01,0.05,0.02,0.01,0.01,NA,NA,NA,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,NA
"3115",NA,NA,0.03,0.05,0.01,0.02,0.02,0.01,NA,NA,NA,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.02,0.03,NA,0.02,0.02
"3116",0.02,0.04,NA,0.04,0.01,0.02,0.01,NA,0.01,0.02,0.01,0.02,0.03,0.05,0.02,0.02,0.02,0.02,0.02,NA,0.01,0.04,0.03,0.05
"3117",0.01,0.02,0.04,0.02,0.01,0.01,0.03,0.02,NA,0.02,0.04,0.03,0.05,0.03,0.02,0.02,0.01,0.02,NA,0.01,0.01,0.02,0.02,0.05
"3118",0.05,0.05,0.09,0.07,0.06,0.09,0.05,0.02,0.08,0.04,0.02,0.11,0.09,0.11,0.08,0.03,0.05,0.05,0.05,0.08,0.05,0.12,0.05,0.04
"3119",0.03,0.05,0.06,0.07,0.08,0.15,0.12,0.14,0.08,0.05,0.04,0.05,0.02,0.07,0.05,0.05,0.06,0.07,0.14,0.15,0.09,0.08,0.02,0.05
"3120",0.02,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,NA,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.01
"3121",0.03,0.04,0.11,0.05,0.06,0.05,0.05,0.02,0.03,0.04,0.05,0.04,0.05,0.05,0.07,0.05,0.08,0.01,0.05,0.06,0.05,0.03,0.03,0.02
"3122",0.01,0.01,NA,NA,NA,0.02,NA,0.01,0.02,NA,0.03,0.02,0.02,NA,NA,0.02,NA,NA,NA,NA,0.01,0.02,0.03,0.02
"3123",0.02,0.02,NA,0.02,NA,0.03,0.02,0.01,NA,0.01,NA,0.01,0.02,0.02,0.02,0.01,NA,0.01,0.01,0.01,0.01,NA,0.01,NA
"3124",0.08,0.08,0.08,0.07,0.05,0.04,0.02,0.02,0.02,0.05,0.07,0.04,0.02,0.05,0.05,0.05,0.05,NA,0.02,0.02,0.02,0.08,0.05,0.04
"3125",0.02,0.03,0.05,0.01,0.06,0.05,0.02,0.03,0.03,0.02,0.02,0.02,0.01,0.03,0.05,0.03,0.02,0.03,0.03,NA,0.03,0.03,0.01,0.01
"3126",0.05,0.02,0.07,0.04,0.05,0.06,0.09,0.05,0.02,0.02,0.02,0.03,0.02,0.05,0.02,0.07,0.04,0.02,0.05,0.02,0.02,0.05,0.01,0.02
"3127",NA,0.04,0.01,0.02,0.01,0.01,0.02,0.01,0.02,NA,0.01,0.01,NA,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.01,NA,0.01
"3128",0.02,NA,0.02,0.01,0.03,0.02,NA,NA,NA,NA,NA,0.02,NA,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.01,NA,NA,0.01
"3129",0.02,0.05,0.02,0.04,0.02,NA,NA,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.01,0.02,0.02,0.02,0.01
"3130",0.02,0.01,0.02,0.03,0.01,0.04,0.01,0.01,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.02,NA,0.01,0.01,0.01
"3132",0.02,NA,0.02,0.04,0.05,0.07,0.01,0.02,0.02,0.01,0.03,0.03,0.08,0.08,0.08,0.08,0.15,0.08,0.05,0.08,NA,0.07,0.02,0.01
"3133",0.18,0.23,0.2,0.15,0.19,0.15,0.18,0.24,0.1,0.07,0.01,0.04,0.02,0.06,0.05,0.05,0.06,0.06,0.12,0.13,0.09,0.03,0.04,0.04
"3134",0.56,0.98,0.99,0.66,0.45,0.51,0.56,0.43,0.26,0.21,0.13,0.12,0.22,0.26,0.25,0.27,0.1,0.14,0.24,0.27,0.23,0.31,0.11,0.15
"3135",0.18,0.18,0.1,0.03,0.02,0.02,NA,NA,0.02,0.15,0.24,0.27,0.19,0.13,0.04,0.02,0.04,0.02,0.01,0.05,0.21,0.18,0.08,0.08
"3136",0.04,0.1,0.15,0.1,0.07,0.08,0.04,0.02,0.03,0.01,0.04,0.04,0.02,0.05,0.08,0.09,0.08,0.1,0.05,0.02,0.03,0.02,0.02,0.04
"3137",0.07,0.05,0.03,0.04,0.03,0.02,0.02,NA,0.02,0.01,0.05,0.02,0.02,0.05,0.03,0.05,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.04
"3138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139",0.34,0.56,0.61,0.37,0.4,0.23,0.11,0.08,0.05,0.08,0.06,0.11,0.05,0.11,0.07,0.09,0.06,0.05,0.06,0.05,0.09,0.15,0.1,0.13
"3140",0.17,0.14,0.06,0.07,0.03,0.01,NA,0.01,0.02,0.2,0.39,0.2,0.1,0.05,0.05,0.01,0.03,0.02,0.01,0.05,0.39,0.27,0.06,0.04
"3141",0.19,0.35,0.2,0.19,0.31,0.24,0.19,0.12,0.05,0.02,0.02,0.01,0.05,0.1,0.05,0.08,0.38,0.21,0.18,0.29,0.16,0.07,0.05,0.13
"3142",0.2,0.19,0.18,0.11,0.05,0.05,0.05,0.02,0.08,0.02,0.05,0.07,0.11,0.21,0.2,0.09,0.05,0.08,0.07,0.08,0.13,0.13,0.12,0.11
"3143",0.09,0.13,0.08,0.08,0.1,0.05,0.01,0.02,0.02,0.05,0.09,0.01,0.01,0.04,0.05,0.05,0.06,0.03,0.02,0.01,NA,0.01,0.02,0.03
"3144",0.19,0.3,0.33,0.23,0.12,0.21,0.07,0.02,0.05,0.02,0.04,0.05,0.02,0.09,0.05,0.05,0.05,0.02,0.02,0.05,0.05,0.04,0.04,0.1
"3145",0.03,0.08,0.12,0.05,0.05,0.03,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.04,0.05,0.05,0.02,0.01,0.03,NA,0.05,0.05,0.05,0.06
"3146",0.1,0.21,0.19,0.19,0.09,0.07,NA,0.02,0.01,0.08,0.12,0.12,0.08,0.08,0.05,0.08,0.04,0.03,0.03,0.05,0.1,0.23,0.14,0.05
"3147",0.02,0.02,0.03,0.02,0.02,NA,NA,0.01,NA,0.14,0.18,0.3,0.26,0.11,0.07,0.1,0.02,0.03,0.01,0.02,0.12,0.05,0.02,0.03
"3148",0.03,0.02,0.01,0.01,NA,NA,NA,0.02,0.07,0.07,0.23,0.11,0.02,0.08,0.04,0.01,0.02,NA,0.01,0.06,0.25,0.21,0.02,0.05
"3149",0.11,0.08,0.06,0.04,0.01,NA,NA,NA,0.01,0.07,0.33,0.25,0.19,0.11,0.06,0.04,0.05,0.02,0.01,0.03,0.21,0.06,0.03,0.05
"3150",0.49,1.16,1.3,0.76,0.6,0.21,0.16,0.18,0.31,0.28,0.26,0.15,0.09,0.12,0.08,0.08,0.11,0.06,0.02,0.05,0.11,0.17,0.14,0.13
"3151",NA,0.01,0.02,NA,NA,NA,NA,NA,NA,0.01,0.01,0.04,0.02,0.02,0.01,0.01,0.01,NA,NA,NA,0.01,0.02,0.01,NA
"3153",NA,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"3154",NA,0.01,0.02,NA,0.01,NA,NA,NA,0.03,NA,0.01,0.06,0.02,0.04,0.05,0.01,0.03,0.01,NA,0.02,0.01,0.02,NA,0.02
"3155",NA,0.02,0.02,NA,NA,0.01,0.01,NA,NA,NA,NA,NA,0.01,0.03,NA,NA,0.02,NA,0.02,NA,NA,NA,NA,NA
"3156",0.06,0.16,0.08,0.14,0.11,0.13,0.05,0.02,0.05,0.1,0.07,0.11,0.15,0.08,0.08,0.05,0.03,0.01,0.05,0.04,0.03,0.04,0.02,0.02
"3157",0.04,0.04,0.02,0.01,0.01,NA,0.01,NA,NA,0.01,0.03,0.02,0.03,0.03,0.02,0.01,0.01,NA,NA,NA,0.04,0.02,0.03,0.02
"3158",0.5,0.87,0.84,0.72,0.34,0.27,0.12,0.11,0.18,0.22,0.2,0.18,0.22,0.11,0.11,0.16,0.15,0.11,0.1,0.09,0.25,0.19,0.12,0.18
"3159",0.15,0.34,0.6,0.37,0.15,0.06,0.03,NA,0.01,0.09,0.19,0.32,0.15,0.11,0.08,0.04,0.06,0.02,NA,0.02,0.12,0.07,0.02,0.06
"3160",0.35,0.43,0.47,0.27,0.16,0.09,0.03,0.02,0.04,0.1,0.31,0.34,0.27,0.14,0.09,0.09,0.06,0.05,0.02,0.05,0.11,0.19,0.15,0.21
"3161",0.11,0.04,0.05,0.08,0.04,0.02,0.02,NA,0.04,0.09,0.15,0.09,0.06,0.03,0.03,0.01,0.01,NA,NA,0.03,0.04,0.08,0.02,0.08
"3162",0.04,0.05,0.06,0.04,0.02,0.02,0.01,0.02,0.08,0.06,0.08,0.08,0.02,0.08,0.04,0.02,0.02,NA,0.01,0.01,0.07,0.01,0.02,0.02
"3163",0.34,0.78,0.65,0.41,0.24,0.13,0.05,0.02,0.09,0.26,0.38,0.3,0.22,0.21,0.14,0.09,0.13,0.06,0.01,0.07,0.15,0.14,0.18,0.17
"3164",0.86,1.13,0.98,0.55,0.25,0.03,0.02,0.05,0.21,0.33,0.46,0.31,0.27,0.15,0.12,0.12,0.06,0.05,0.01,0.15,0.47,0.43,0.32,0.44
"3165",0.26,0.6,0.59,0.5,0.25,0.11,0.05,0.02,0.03,0.21,0.56,0.33,0.21,0.21,0.18,0.18,0.08,0.08,0.04,0.04,0.15,0.21,0.18,0.1
"3166",0.13,0.15,0.09,0.03,0.02,0.03,0.01,0.01,0.01,0.06,0.02,0.06,0.05,0.06,0.01,0.01,0.01,NA,0.02,NA,0.05,0.03,0.05,0.02
"3167",0.08,0.24,0.24,0.15,0.13,0.04,0.02,0.09,0.31,0.58,0.31,0.12,0.05,0.03,0.04,0.02,0.02,NA,0.02,0.14,0.13,0.14,0.07,0.05
"3168",0.03,0.05,0.05,0.08,0.08,0.02,NA,NA,0.04,0.11,0.28,0.12,0.08,0.05,0.06,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.05,0.02
"3169",0.28,0.28,0.3,0.25,0.22,0.08,0.03,NA,0.02,0.09,0.12,0.15,0.12,0.11,0.07,0.08,0.04,0.07,0.01,0.02,0.11,0.14,0.1,0.19
"3170",0.36,0.39,0.63,0.47,0.35,0.08,0.05,0.06,0.73,0.69,0.87,0.53,0.4,0.27,0.15,0.1,0.1,NA,0.01,0.04,0.32,0.17,0.11,0.15
"3171",0.04,0.06,0.05,0.01,0.02,0.01,0.01,0.01,0.04,0.11,0.03,0.02,0.03,0.01,NA,0.01,NA,NA,NA,0.01,0.05,0.04,NA,NA
"3172",0.19,0.31,0.24,0.27,0.17,0.11,0.02,0.03,0.31,0.4,0.55,0.31,0.27,0.18,0.13,0.1,0.07,0.05,0.02,0.02,0.21,0.25,0.16,0.11
"3173",0.03,NA,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,0.02,0.02,0.02,0.01,0.02,0.03,0.02,NA,NA,0.02,NA,NA,NA
"3175",0.27,0.3,0.3,0.19,0.07,0.07,0.02,0.04,0.35,0.5,0.6,0.51,0.28,0.21,0.06,0.08,0.01,0.02,0.04,0.07,0.14,0.15,0.16,0.1
"3176",0.43,0.17,0.18,0.08,0.08,0.02,0.03,NA,0.03,0.05,0.1,0.05,0.13,0.08,0.07,0.07,0.05,0.01,0.03,0.05,0.04,0.08,0.14,0.14
"3177",0.24,0.57,0.67,0.55,0.28,0.13,0.05,0.11,1.12,1.32,1,0.51,0.18,0.18,0.16,0.11,0.09,0.05,0.02,0.19,0.28,0.27,0.19,0.21
"3178",0.31,0.38,0.35,0.28,0.21,0.11,0.05,0.03,0.02,0.05,0.16,0.11,0.15,0.12,0.12,0.16,0.08,0.05,0.02,0.02,0.08,0.16,0.15,0.13
"3179",0.02,0.02,0.01,0.02,0.03,NA,NA,0.01,NA,0.02,NA,NA,0.01,NA,0.01,0.01,0.02,0.02,NA,0.02,0.02,0.01,0.01,0.02
"3180",0.08,0.09,0.05,0.07,0.08,0.05,0.08,0.05,0.04,0.02,0.02,0.05,0.06,0.04,0.07,0.11,0.11,0.05,0.04,0.03,0.03,0.01,0.02,0.05
"3181",0.01,0.01,0.02,0.02,0.02,NA,NA,NA,0.01,0.01,0.01,NA,0.02,0.01,0.02,0.01,0.03,0.02,NA,NA,NA,NA,NA,NA
"3182",NA,0.02,0.03,0.05,0.02,0.02,NA,NA,NA,NA,NA,0.02,0.02,0.03,0.05,0.03,0.01,NA,NA,NA,NA,NA,NA,NA
"3221",NA,0.01,0.01,NA,0.02,0.01,0.01,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.01,0.01,NA,NA,NA,0.02,0.01
"3222",0.04,0.04,0.05,0.07,0.05,0.03,0.02,0.03,0.05,0.05,0.05,0.02,0.03,0.09,0.02,0.02,0.03,0.02,0.02,0.04,0.08,0.03,0.01,0.02
"3223",NA,0.03,0.01,NA,0.02,0.02,0.06,0.02,NA,NA,0.02,NA,0.03,0.11,0.02,0.03,0.02,0.02,0.02,0.03,0.02,NA,NA,NA
"3224",0.02,0.01,0.01,0.02,NA,0.01,NA,0.02,0.02,0.03,0.02,0.02,0.02,0.04,0.07,0.09,0.04,0.03,0.03,0.04,0.01,0.02,0.03,NA
"3226",0.1,0.03,0.01,0.01,0.02,0.02,NA,NA,NA,0.06,0.21,0.28,0.14,0.05,0.02,0.02,0.03,0.01,0.01,0.02,NA,0.04,0.03,0.02
"3229",0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.03,NA,0.04,0.02,0.05,0.02,0.01,NA,0.02,0.02,0.01,0.04,0.02,0.02,0.02
"3230",5.93,6.98,4.36,2.24,0.99,0.25,0.17,0.81,1.77,1.2,0.94,1.44,1.67,1.84,1.03,0.59,0.32,0.08,0.14,1.1,3.29,2.26,1.66,2.03
"3231",0.18,0.21,0.17,0.12,0.15,0.05,0.07,0.06,0.1,0.03,0.03,0.05,0.03,0.09,0.11,0.1,0.09,0.08,0.06,0.03,0.01,0.02,0.03,0.05
"3232",0.01,0.02,0.04,0.04,0.02,0.03,0.02,0.01,0.02,NA,0.01,0.01,0.02,0.02,0.01,0.02,NA,NA,NA,NA,NA,0.03,0.01,NA
"3233",NA,0.04,0.02,0.02,0.02,0.01,NA,0.01,0.01,NA,NA,0.03,0.06,0.08,0.04,0.04,0.03,0.02,0.01,0.01,NA,NA,0.02,NA
"3234",0.01,0.02,0.02,0.02,NA,0.01,NA,0.01,0.05,0.06,0.02,0.02,0.02,0.02,0.04,0.05,0.05,0.11,0.18,0.01,NA,0.01,NA,NA
"3235",0.02,0.04,NA,NA,0.01,NA,NA,NA,NA,NA,0.01,NA,0.02,0.01,NA,NA,0.02,0.02,NA,0.02,0.02,NA,0.01,NA
"3236",2.11,2.24,1.44,0.92,0.25,0.08,0.03,0.18,0.21,0.17,0.24,0.21,0.31,0.42,0.24,0.17,0.05,0.01,0.04,0.5,1.17,0.73,0.53,0.92
"3237",0.02,NA,0.02,NA,0.02,0.03,0.01,NA,0.01,0.02,0.01,0.04,0.01,0.02,NA,NA,0.02,NA,NA,NA,NA,NA,0.01,0.01
"3238",0.01,0.01,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,NA
"3241",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,NA,NA,0.01,NA,NA,NA,0.01,NA,0.01
